fixture_id,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_total_shots,away_total_shots,home_blocked_shots,away_blocked_shots,home_shots_insidebox,away_shots_insidebox,home_shots_outsidebox,away_shots_outsidebox,home_fouls,away_fouls,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_ball_possession,away_ball_possession,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_goalkeeper_saves,away_goalkeeper_saves,home_total_passes,away_total_passes,home_passes_accurate,away_passes_accurate,home_passes_pct,away_passes_pct,home_expected_goals,away_expected_goals
605321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
