fixture_id,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_total_shots,away_total_shots,home_blocked_shots,away_blocked_shots,home_shots_insidebox,away_shots_insidebox,home_shots_outsidebox,away_shots_outsidebox,home_fouls,away_fouls,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_ball_possession,away_ball_possession,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_goalkeeper_saves,away_goalkeeper_saves,home_total_passes,away_total_passes,home_passes_accurate,away_passes_accurate,home_passes_pct,away_passes_pct,home_expected_goals,away_expected_goals
11046,3.0,2.0,5.0,1.0,15.0,7.0,7.0,4.0,10.0,1.0,5.0,6.0,15.0,15.0,7.0,0.0,1.0,1.0,57.0,43.0,2.0,3.0,0.0,0.0,1.0,3.0,530.0,388.0,432.0,289.0,82.0,74.0,,
8827,5.0,4.0,4.0,5.0,11.0,13.0,2.0,4.0,3.0,8.0,8.0,5.0,8.0,14.0,4.0,3.0,0.0,2.0,50.0,50.0,2.0,6.0,0.0,0.0,3.0,3.0,535.0,535.0,461.0,462.0,86.0,86.0,,
9681,1.0,2.0,12.0,3.0,15.0,7.0,2.0,2.0,9.0,6.0,6.0,1.0,12.0,15.0,3.0,4.0,4.0,0.0,64.0,36.0,3.0,3.0,0.0,0.0,1.0,0.0,608.0,328.0,503.0,220.0,83.0,67.0,,
8826,8.0,10.0,7.0,5.0,19.0,15.0,4.0,0.0,14.0,9.0,5.0,6.0,8.0,7.0,10.0,10.0,2.0,2.0,65.0,35.0,2.0,2.0,0.0,0.0,9.0,8.0,475.0,254.0,373.0,163.0,79.0,64.0,,
9680,12.0,4.0,5.0,1.0,18.0,7.0,1.0,2.0,11.0,6.0,7.0,1.0,6.0,19.0,8.0,1.0,2.0,1.0,77.0,23.0,0.0,2.0,0.0,0.0,3.0,10.0,730.0,205.0,627.0,123.0,86.0,60.0,,
35677,6.0,3.0,6.0,2.0,17.0,9.0,5.0,4.0,12.0,4.0,5.0,5.0,20.0,15.0,5.0,7.0,1.0,2.0,55.0,45.0,3.0,2.0,0.0,0.0,1.0,4.0,451.0,368.0,369.0,284.0,82.0,77.0,,
9679,5.0,3.0,4.0,3.0,13.0,7.0,4.0,1.0,10.0,4.0,3.0,3.0,13.0,8.0,7.0,2.0,5.0,2.0,42.0,58.0,1.0,5.0,0.0,0.0,1.0,2.0,407.0,565.0,318.0,471.0,78.0,83.0,,
11670,4.0,4.0,4.0,4.0,12.0,9.0,4.0,1.0,7.0,6.0,5.0,3.0,4.0,8.0,4.0,3.0,0.0,3.0,25.0,75.0,0.0,3.0,,,3.0,1.0,306.0,894.0,225.0,824.0,74.0,92.0,,
11671,3.0,3.0,4.0,5.0,8.0,9.0,1.0,1.0,7.0,5.0,1.0,4.0,11.0,15.0,5.0,3.0,2.0,0.0,40.0,60.0,1.0,3.0,,,2.0,2.0,296.0,454.0,204.0,371.0,69.0,82.0,,
11669,1.0,7.0,2.0,3.0,5.0,14.0,2.0,4.0,4.0,8.0,1.0,6.0,8.0,8.0,1.0,4.0,3.0,2.0,25.0,75.0,,,,,4.0,1.0,308.0,913.0,214.0,809.0,69.0,89.0,,
11666,4.0,2.0,4.0,4.0,9.0,8.0,1.0,2.0,5.0,8.0,4.0,0.0,10.0,10.0,5.0,5.0,3.0,0.0,44.0,56.0,0.0,2.0,,,0.0,1.0,347.0,440.0,231.0,319.0,67.0,73.0,,
11667,4.0,2.0,7.0,6.0,14.0,11.0,3.0,3.0,9.0,7.0,5.0,5.0,15.0,15.0,7.0,4.0,2.0,0.0,52.0,48.0,1.0,2.0,,,2.0,3.0,397.0,364.0,280.0,241.0,71.0,66.0,,
11665,5.0,5.0,8.0,2.0,21.0,11.0,8.0,4.0,11.0,5.0,10.0,6.0,5.0,12.0,8.0,5.0,4.0,2.0,65.0,35.0,1.0,0.0,,,2.0,5.0,618.0,329.0,517.0,241.0,84.0,73.0,,
11668,3.0,2.0,8.0,4.0,18.0,9.0,7.0,3.0,7.0,5.0,11.0,4.0,8.0,10.0,7.0,2.0,0.0,4.0,65.0,35.0,3.0,1.0,,,1.0,2.0,588.0,315.0,484.0,215.0,82.0,68.0,,
11664,6.0,3.0,9.0,2.0,22.0,6.0,7.0,1.0,13.0,5.0,10.0,1.0,10.0,13.0,6.0,3.0,1.0,9.0,52.0,48.0,2.0,2.0,,,3.0,5.0,527.0,470.0,432.0,372.0,82.0,79.0,,
11663,4.0,2.0,4.0,5.0,11.0,11.0,3.0,4.0,9.0,7.0,2.0,4.0,12.0,12.0,2.0,6.0,5.0,0.0,48.0,52.0,4.0,3.0,,,2.0,4.0,279.0,300.0,161.0,185.0,58.0,62.0,,
11662,10.0,1.0,7.0,1.0,19.0,3.0,2.0,1.0,12.0,2.0,7.0,1.0,10.0,10.0,9.0,1.0,,,74.0,26.0,1.0,3.0,,,1.0,7.0,695.0,246.0,614.0,162.0,88.0,66.0,,
11045,5.0,7.0,4.0,7.0,16.0,17.0,7.0,3.0,9.0,14.0,7.0,3.0,15.0,16.0,5.0,2.0,1.0,3.0,48.0,52.0,2.0,1.0,0.0,0.0,3.0,3.0,467.0,511.0,380.0,432.0,81.0,85.0,,
35676,10.0,8.0,7.0,5.0,18.0,18.0,1.0,5.0,15.0,8.0,3.0,10.0,9.0,17.0,3.0,5.0,4.0,2.0,62.0,38.0,1.0,0.0,0.0,0.0,5.0,3.0,562.0,323.0,470.0,235.0,84.0,73.0,,
9678,8.0,1.0,8.0,2.0,19.0,4.0,3.0,1.0,14.0,3.0,5.0,1.0,11.0,11.0,9.0,5.0,5.0,4.0,63.0,37.0,0.0,1.0,0.0,0.0,1.0,3.0,523.0,304.0,435.0,217.0,83.0,71.0,,
9677,7.0,3.0,6.0,5.0,17.0,11.0,4.0,3.0,9.0,8.0,8.0,3.0,11.0,20.0,5.0,3.0,1.0,4.0,44.0,56.0,0.0,3.0,0.0,0.0,2.0,2.0,316.0,406.0,209.0,291.0,66.0,72.0,,
11661,3.0,7.0,4.0,6.0,8.0,20.0,1.0,7.0,6.0,10.0,2.0,10.0,9.0,6.0,3.0,13.0,1.0,0.0,29.0,71.0,4.0,1.0,,,6.0,2.0,278.0,695.0,178.0,605.0,64.0,87.0,,
11043,5.0,3.0,3.0,9.0,11.0,16.0,3.0,4.0,8.0,9.0,3.0,7.0,20.0,11.0,2.0,4.0,0.0,3.0,36.0,64.0,7.0,1.0,0.0,0.0,3.0,5.0,339.0,578.0,227.0,474.0,67.0,82.0,,
11044,5.0,2.0,6.0,8.0,16.0,14.0,5.0,4.0,3.0,9.0,13.0,5.0,13.0,10.0,3.0,6.0,1.0,2.0,55.0,45.0,0.0,2.0,0.0,0.0,1.0,4.0,572.0,456.0,456.0,354.0,80.0,78.0,,
11040,6.0,7.0,6.0,4.0,15.0,11.0,3.0,0.0,9.0,6.0,6.0,5.0,16.0,17.0,3.0,2.0,4.0,0.0,44.0,56.0,3.0,1.0,1.0,0.0,5.0,6.0,437.0,552.0,362.0,457.0,83.0,83.0,,
11041,4.0,6.0,8.0,4.0,15.0,13.0,3.0,3.0,10.0,10.0,5.0,3.0,10.0,16.0,3.0,5.0,2.0,2.0,35.0,65.0,0.0,3.0,0.0,0.0,4.0,4.0,345.0,642.0,251.0,532.0,73.0,83.0,,
11042,3.0,4.0,2.0,7.0,6.0,17.0,1.0,6.0,6.0,13.0,0.0,4.0,15.0,13.0,0.0,5.0,2.0,2.0,45.0,55.0,0.0,2.0,0.0,0.0,3.0,2.0,439.0,529.0,360.0,434.0,82.0,82.0,,
11657,5.0,1.0,11.0,2.0,21.0,4.0,5.0,1.0,14.0,4.0,7.0,0.0,11.0,7.0,4.0,1.0,3.0,3.0,54.0,46.0,3.0,1.0,,,0.0,2.0,452.0,380.0,338.0,283.0,75.0,74.0,,
11658,5.0,1.0,5.0,1.0,13.0,3.0,3.0,1.0,9.0,3.0,4.0,0.0,9.0,8.0,3.0,3.0,5.0,0.0,60.0,40.0,1.0,0.0,,,0.0,3.0,521.0,340.0,427.0,248.0,82.0,73.0,,
11660,3.0,5.0,4.0,5.0,9.0,13.0,2.0,3.0,4.0,7.0,5.0,6.0,12.0,10.0,5.0,7.0,1.0,2.0,38.0,62.0,2.0,1.0,,,2.0,1.0,322.0,522.0,214.0,404.0,66.0,77.0,,
11659,7.0,0.0,4.0,1.0,16.0,4.0,5.0,3.0,9.0,3.0,7.0,1.0,5.0,19.0,5.0,2.0,4.0,0.0,74.0,26.0,2.0,4.0,,,0.0,5.0,786.0,265.0,697.0,190.0,89.0,72.0,,
11656,8.0,4.0,3.0,6.0,15.0,13.0,4.0,3.0,10.0,9.0,5.0,4.0,14.0,19.0,8.0,1.0,2.0,6.0,57.0,43.0,2.0,3.0,,,2.0,5.0,439.0,328.0,317.0,221.0,72.0,67.0,,
9676,4.0,3.0,4.0,6.0,13.0,12.0,5.0,3.0,4.0,7.0,9.0,5.0,11.0,12.0,2.0,6.0,2.0,5.0,54.0,46.0,1.0,2.0,0.0,1.0,2.0,2.0,487.0,411.0,403.0,317.0,83.0,77.0,,
35675,3.0,9.0,6.0,8.0,10.0,19.0,1.0,2.0,3.0,9.0,7.0,10.0,11.0,4.0,3.0,9.0,4.0,3.0,30.0,70.0,1.0,1.0,0.0,0.0,6.0,3.0,298.0,701.0,245.0,643.0,82.0,92.0,,
8825,3.0,5.0,4.0,4.0,9.0,13.0,2.0,4.0,5.0,8.0,4.0,5.0,15.0,19.0,6.0,4.0,3.0,2.0,55.0,45.0,3.0,4.0,0.0,1.0,4.0,2.0,423.0,335.0,341.0,248.0,81.0,74.0,,
9675,3.0,4.0,2.0,8.0,9.0,16.0,4.0,4.0,7.0,11.0,2.0,5.0,13.0,11.0,2.0,1.0,2.0,0.0,26.0,74.0,3.0,2.0,0.0,0.0,3.0,1.0,262.0,728.0,169.0,634.0,65.0,87.0,,
11655,7.0,2.0,3.0,4.0,15.0,10.0,5.0,4.0,12.0,8.0,3.0,2.0,8.0,8.0,4.0,6.0,1.0,3.0,58.0,42.0,2.0,0.0,,,1.0,2.0,553.0,376.0,468.0,306.0,85.0,81.0,,
11039,3.0,6.0,2.0,6.0,10.0,16.0,5.0,4.0,7.0,11.0,3.0,5.0,14.0,13.0,1.0,7.0,5.0,3.0,45.0,55.0,2.0,2.0,0.0,0.0,5.0,3.0,415.0,483.0,292.0,387.0,70.0,80.0,,
35674,0.0,4.0,5.0,3.0,9.0,7.0,4.0,0.0,3.0,6.0,6.0,1.0,13.0,15.0,7.0,2.0,4.0,3.0,56.0,44.0,1.0,4.0,0.0,0.0,2.0,0.0,424.0,337.0,321.0,234.0,76.0,69.0,,
35671,0.0,8.0,3.0,7.0,8.0,16.0,5.0,1.0,2.0,11.0,6.0,5.0,10.0,16.0,3.0,4.0,0.0,2.0,37.0,63.0,2.0,1.0,0.0,0.0,6.0,0.0,352.0,581.0,239.0,468.0,68.0,81.0,,
35673,2.0,1.0,6.0,5.0,14.0,6.0,6.0,0.0,8.0,4.0,6.0,2.0,14.0,14.0,11.0,1.0,3.0,2.0,75.0,25.0,2.0,2.0,0.0,0.0,0.0,2.0,763.0,250.0,696.0,186.0,91.0,74.0,,
35672,3.0,2.0,3.0,4.0,8.0,8.0,2.0,2.0,4.0,3.0,4.0,5.0,10.0,10.0,5.0,1.0,2.0,2.0,62.0,38.0,0.0,2.0,0.0,0.0,1.0,1.0,714.0,435.0,628.0,346.0,88.0,80.0,,
8824,2.0,2.0,5.0,4.0,11.0,11.0,4.0,5.0,7.0,5.0,4.0,6.0,14.0,8.0,7.0,4.0,3.0,5.0,63.0,37.0,1.0,3.0,0.0,0.0,1.0,1.0,595.0,350.0,489.0,244.0,82.0,70.0,,
9674,4.0,9.0,3.0,6.0,12.0,23.0,5.0,8.0,7.0,16.0,5.0,7.0,14.0,7.0,4.0,6.0,2.0,3.0,28.0,72.0,3.0,3.0,0.0,0.0,7.0,2.0,268.0,698.0,186.0,626.0,69.0,90.0,,
9673,1.0,1.0,7.0,1.0,11.0,2.0,3.0,0.0,5.0,2.0,6.0,0.0,17.0,20.0,5.0,2.0,,,50.0,50.0,2.0,6.0,0.0,0.0,1.0,1.0,358.0,354.0,222.0,242.0,62.0,68.0,,
8823,1.0,8.0,4.0,7.0,9.0,17.0,4.0,2.0,4.0,8.0,5.0,9.0,17.0,7.0,4.0,6.0,0.0,4.0,40.0,60.0,3.0,1.0,0.0,1.0,7.0,1.0,347.0,548.0,266.0,453.0,77.0,83.0,,
35670,5.0,4.0,4.0,6.0,13.0,11.0,4.0,1.0,10.0,8.0,3.0,3.0,20.0,12.0,4.0,4.0,2.0,0.0,48.0,52.0,2.0,4.0,0.0,0.0,3.0,4.0,411.0,436.0,348.0,374.0,85.0,86.0,,
8818,4.0,0.0,11.0,3.0,25.0,4.0,10.0,1.0,17.0,3.0,8.0,1.0,12.0,13.0,10.0,3.0,1.0,3.0,61.0,39.0,0.0,1.0,0.0,0.0,0.0,4.0,561.0,346.0,453.0,225.0,81.0,65.0,,
8819,4.0,5.0,4.0,2.0,9.0,10.0,1.0,3.0,6.0,5.0,3.0,5.0,11.0,13.0,4.0,4.0,2.0,1.0,47.0,53.0,2.0,1.0,0.0,0.0,4.0,3.0,419.0,464.0,323.0,373.0,77.0,80.0,,
8821,10.0,1.0,6.0,3.0,17.0,5.0,1.0,1.0,9.0,5.0,8.0,0.0,8.0,8.0,5.0,1.0,4.0,1.0,62.0,38.0,0.0,2.0,0.0,0.0,1.0,3.0,673.0,401.0,596.0,325.0,89.0,81.0,,
8820,4.0,3.0,5.0,5.0,12.0,10.0,3.0,2.0,7.0,7.0,5.0,3.0,27.0,15.0,6.0,3.0,3.0,2.0,50.0,50.0,5.0,2.0,0.0,0.0,3.0,2.0,403.0,394.0,309.0,314.0,77.0,80.0,,
8822,3.0,4.0,5.0,5.0,13.0,15.0,5.0,6.0,10.0,8.0,4.0,7.0,18.0,13.0,5.0,5.0,1.0,1.0,47.0,53.0,2.0,2.0,0.0,1.0,3.0,3.0,429.0,494.0,346.0,409.0,81.0,83.0,,
11654,6.0,8.0,10.0,2.0,20.0,12.0,4.0,2.0,14.0,7.0,6.0,5.0,11.0,8.0,5.0,6.0,4.0,3.0,54.0,46.0,1.0,1.0,,,7.0,4.0,424.0,363.0,335.0,253.0,79.0,70.0,,
11038,7.0,2.0,6.0,6.0,17.0,8.0,4.0,0.0,13.0,4.0,4.0,4.0,13.0,12.0,1.0,2.0,2.0,2.0,37.0,63.0,1.0,1.0,0.0,0.0,2.0,4.0,335.0,562.0,213.0,444.0,64.0,79.0,,
9672,2.0,2.0,2.0,5.0,7.0,12.0,3.0,5.0,4.0,9.0,3.0,3.0,15.0,12.0,0.0,7.0,3.0,0.0,26.0,74.0,5.0,3.0,0.0,0.0,1.0,1.0,208.0,599.0,128.0,488.0,62.0,81.0,,
35669,7.0,4.0,3.0,9.0,16.0,14.0,6.0,1.0,7.0,7.0,9.0,7.0,11.0,9.0,6.0,4.0,0.0,2.0,50.0,50.0,1.0,2.0,0.0,0.0,2.0,4.0,423.0,421.0,312.0,305.0,74.0,72.0,,
11653,3.0,6.0,4.0,2.0,9.0,13.0,2.0,5.0,6.0,8.0,3.0,5.0,15.0,9.0,3.0,7.0,2.0,2.0,34.0,66.0,3.0,1.0,,,4.0,1.0,302.0,590.0,204.0,473.0,68.0,80.0,,
11037,3.0,7.0,6.0,6.0,15.0,14.0,6.0,1.0,8.0,7.0,7.0,7.0,14.0,18.0,8.0,3.0,0.0,3.0,57.0,43.0,2.0,1.0,1.0,0.0,7.0,2.0,503.0,384.0,408.0,279.0,81.0,73.0,,
9671,3.0,0.0,4.0,8.0,8.0,9.0,1.0,1.0,6.0,5.0,2.0,4.0,13.0,14.0,2.0,4.0,2.0,5.0,39.0,61.0,1.0,1.0,0.0,0.0,0.0,1.0,337.0,534.0,234.0,418.0,69.0,78.0,,
8817,4.0,5.0,7.0,7.0,14.0,17.0,3.0,5.0,8.0,8.0,6.0,9.0,4.0,6.0,4.0,5.0,1.0,1.0,40.0,60.0,1.0,0.0,0.0,0.0,3.0,4.0,503.0,754.0,424.0,677.0,84.0,90.0,,
9670,4.0,0.0,7.0,6.0,14.0,9.0,3.0,3.0,7.0,5.0,7.0,4.0,18.0,4.0,9.0,1.0,2.0,0.0,49.0,51.0,1.0,1.0,0.0,0.0,0.0,3.0,516.0,538.0,441.0,470.0,85.0,87.0,,
35668,7.0,4.0,3.0,5.0,12.0,13.0,2.0,4.0,7.0,7.0,5.0,6.0,18.0,15.0,3.0,7.0,2.0,4.0,30.0,70.0,3.0,3.0,1.0,0.0,2.0,4.0,266.0,596.0,180.0,509.0,68.0,85.0,,
8816,5.0,4.0,7.0,1.0,22.0,6.0,10.0,1.0,12.0,5.0,10.0,1.0,7.0,9.0,8.0,1.0,2.0,1.0,64.0,36.0,0.0,1.0,0.0,0.0,2.0,4.0,650.0,369.0,545.0,264.0,84.0,72.0,,
11652,8.0,3.0,9.0,2.0,21.0,7.0,4.0,2.0,11.0,5.0,10.0,2.0,11.0,8.0,6.0,2.0,1.0,1.0,44.0,56.0,2.0,4.0,0.0,1.0,2.0,4.0,407.0,512.0,326.0,422.0,80.0,82.0,,
9669,4.0,3.0,6.0,3.0,11.0,9.0,1.0,3.0,3.0,5.0,8.0,4.0,11.0,17.0,4.0,2.0,0.0,4.0,65.0,35.0,2.0,3.0,0.0,0.0,3.0,3.0,530.0,276.0,434.0,166.0,82.0,60.0,,
11036,9.0,2.0,7.0,5.0,24.0,12.0,8.0,5.0,13.0,7.0,11.0,5.0,12.0,17.0,6.0,7.0,4.0,2.0,49.0,51.0,0.0,2.0,0.0,0.0,2.0,7.0,430.0,423.0,339.0,320.0,79.0,76.0,,
35667,3.0,4.0,4.0,5.0,7.0,12.0,0.0,3.0,6.0,6.0,1.0,6.0,12.0,12.0,2.0,7.0,3.0,1.0,51.0,49.0,,,0.0,0.0,2.0,1.0,522.0,480.0,399.0,364.0,76.0,76.0,,
8815,2.0,3.0,7.0,0.0,12.0,4.0,3.0,1.0,7.0,2.0,5.0,2.0,12.0,17.0,2.0,5.0,1.0,1.0,61.0,39.0,4.0,3.0,0.0,0.0,1.0,2.0,604.0,375.0,508.0,277.0,84.0,74.0,,
9668,5.0,2.0,5.0,5.0,11.0,8.0,1.0,1.0,6.0,2.0,5.0,6.0,20.0,29.0,5.0,2.0,6.0,1.0,53.0,47.0,4.0,4.0,0.0,0.0,2.0,5.0,424.0,381.0,322.0,278.0,76.0,73.0,,
9667,6.0,4.0,15.0,1.0,27.0,5.0,6.0,0.0,15.0,4.0,12.0,1.0,16.0,15.0,13.0,2.0,2.0,2.0,70.0,30.0,4.0,4.0,0.0,0.0,2.0,5.0,561.0,245.0,457.0,142.0,81.0,58.0,,
11651,6.0,1.0,11.0,3.0,18.0,6.0,1.0,2.0,13.0,2.0,5.0,4.0,13.0,9.0,10.0,2.0,1.0,6.0,49.0,51.0,2.0,1.0,,,1.0,6.0,494.0,509.0,411.0,413.0,83.0,81.0,,
8814,0.0,9.0,7.0,6.0,8.0,20.0,1.0,5.0,5.0,14.0,3.0,6.0,18.0,16.0,3.0,5.0,1.0,1.0,38.0,62.0,3.0,3.0,0.0,0.0,5.0,0.0,361.0,583.0,297.0,516.0,82.0,89.0,,
11035,6.0,4.0,6.0,4.0,13.0,13.0,1.0,5.0,4.0,6.0,9.0,7.0,13.0,7.0,3.0,4.0,,,39.0,61.0,0.0,2.0,0.0,0.0,3.0,4.0,383.0,595.0,272.0,454.0,71.0,76.0,,
11031,9.0,2.0,11.0,4.0,24.0,6.0,4.0,0.0,16.0,4.0,8.0,2.0,13.0,20.0,5.0,2.0,3.0,0.0,64.0,36.0,4.0,3.0,0.0,0.0,1.0,4.0,504.0,275.0,404.0,184.0,80.0,67.0,,
11033,3.0,2.0,5.0,4.0,10.0,8.0,2.0,2.0,8.0,5.0,2.0,3.0,13.0,12.0,2.0,4.0,2.0,1.0,57.0,43.0,0.0,1.0,0.0,0.0,2.0,1.0,571.0,404.0,467.0,306.0,82.0,76.0,,
11034,8.0,4.0,3.0,2.0,13.0,8.0,2.0,2.0,10.0,4.0,3.0,4.0,20.0,18.0,4.0,1.0,0.0,3.0,57.0,43.0,2.0,1.0,0.0,0.0,2.0,4.0,513.0,387.0,404.0,279.0,79.0,72.0,,
11032,6.0,4.0,4.0,4.0,15.0,9.0,5.0,1.0,11.0,4.0,4.0,5.0,18.0,19.0,9.0,4.0,,,60.0,40.0,2.0,2.0,0.0,0.0,2.0,5.0,534.0,350.0,436.0,239.0,82.0,68.0,,
11647,5.0,4.0,2.0,5.0,11.0,16.0,4.0,7.0,5.0,9.0,6.0,7.0,14.0,15.0,8.0,7.0,2.0,1.0,52.0,48.0,1.0,1.0,,,3.0,2.0,389.0,345.0,298.0,265.0,77.0,77.0,,
11650,4.0,4.0,2.0,3.0,8.0,11.0,2.0,4.0,5.0,5.0,3.0,6.0,11.0,7.0,8.0,7.0,3.0,1.0,36.0,64.0,1.0,1.0,,,4.0,2.0,246.0,442.0,150.0,323.0,61.0,73.0,,
11648,3.0,6.0,6.0,7.0,15.0,14.0,6.0,1.0,6.0,9.0,9.0,5.0,6.0,10.0,7.0,4.0,2.0,3.0,57.0,43.0,,,,,5.0,1.0,468.0,365.0,354.0,235.0,76.0,64.0,,
11649,4.0,1.0,2.0,8.0,13.0,13.0,7.0,4.0,8.0,5.0,5.0,8.0,10.0,9.0,5.0,2.0,2.0,0.0,57.0,43.0,2.0,1.0,,,1.0,3.0,465.0,352.0,366.0,243.0,79.0,69.0,,
9666,3.0,1.0,8.0,3.0,12.0,5.0,1.0,1.0,6.0,3.0,6.0,2.0,22.0,19.0,3.0,3.0,1.0,3.0,47.0,53.0,3.0,1.0,0.0,0.0,0.0,3.0,385.0,440.0,277.0,323.0,72.0,73.0,,
35666,1.0,5.0,0.0,11.0,2.0,21.0,1.0,5.0,1.0,13.0,1.0,9.0,20.0,13.0,0.0,10.0,3.0,3.0,22.0,78.0,4.0,2.0,0.0,0.0,5.0,1.0,202.0,732.0,139.0,644.0,69.0,88.0,,
8813,4.0,4.0,4.0,6.0,9.0,13.0,1.0,3.0,4.0,7.0,5.0,6.0,16.0,13.0,4.0,9.0,1.0,4.0,37.0,63.0,4.0,2.0,0.0,0.0,3.0,3.0,297.0,487.0,169.0,366.0,57.0,75.0,,
11030,5.0,3.0,6.0,5.0,13.0,9.0,2.0,1.0,7.0,6.0,6.0,3.0,15.0,16.0,4.0,3.0,2.0,1.0,57.0,43.0,2.0,2.0,0.0,0.0,2.0,3.0,575.0,422.0,470.0,337.0,82.0,80.0,,
11646,11.0,2.0,6.0,0.0,19.0,2.0,2.0,0.0,14.0,2.0,5.0,0.0,10.0,12.0,8.0,2.0,1.0,2.0,70.0,30.0,2.0,3.0,,,1.0,5.0,705.0,288.0,616.0,193.0,87.0,67.0,,
9665,0.0,6.0,2.0,11.0,2.0,19.0,0.0,2.0,1.0,15.0,1.0,4.0,14.0,6.0,1.0,10.0,6.0,1.0,43.0,57.0,4.0,2.0,1.0,0.0,5.0,0.0,318.0,402.0,194.0,271.0,61.0,67.0,,
35665,5.0,8.0,4.0,7.0,12.0,16.0,3.0,1.0,7.0,10.0,5.0,6.0,15.0,11.0,11.0,6.0,0.0,1.0,59.0,41.0,2.0,1.0,0.0,0.0,7.0,5.0,480.0,333.0,359.0,228.0,75.0,68.0,,
35661,1.0,6.0,8.0,2.0,11.0,10.0,2.0,2.0,6.0,9.0,5.0,2.0,11.0,6.0,4.0,3.0,2.0,3.0,43.0,57.0,1.0,0.0,0.0,0.0,4.0,1.0,432.0,590.0,336.0,495.0,78.0,84.0,,
35662,4.0,6.0,6.0,8.0,14.0,19.0,4.0,5.0,8.0,11.0,6.0,8.0,11.0,13.0,7.0,11.0,1.0,1.0,56.0,44.0,0.0,1.0,0.0,0.0,3.0,1.0,468.0,344.0,374.0,257.0,80.0,75.0,,
35663,3.0,5.0,6.0,3.0,11.0,14.0,2.0,6.0,7.0,7.0,4.0,7.0,14.0,14.0,4.0,8.0,2.0,4.0,41.0,59.0,2.0,2.0,0.0,0.0,3.0,0.0,355.0,507.0,281.0,444.0,79.0,88.0,,
35664,1.0,2.0,4.0,5.0,6.0,12.0,1.0,5.0,3.0,6.0,3.0,6.0,12.0,17.0,1.0,7.0,2.0,2.0,63.0,37.0,1.0,2.0,0.0,0.0,2.0,1.0,627.0,349.0,528.0,255.0,84.0,73.0,,
8812,7.0,1.0,7.0,3.0,17.0,5.0,3.0,1.0,12.0,4.0,6.0,1.0,5.0,10.0,2.0,2.0,2.0,4.0,68.0,32.0,0.0,3.0,0.0,0.0,0.0,4.0,863.0,394.0,759.0,306.0,88.0,78.0,,
9664,9.0,3.0,6.0,5.0,18.0,8.0,3.0,0.0,14.0,5.0,4.0,3.0,11.0,10.0,5.0,3.0,4.0,1.0,52.0,48.0,2.0,1.0,0.0,0.0,1.0,3.0,607.0,552.0,540.0,492.0,89.0,89.0,,
9663,4.0,6.0,5.0,4.0,12.0,14.0,3.0,4.0,6.0,7.0,6.0,7.0,13.0,19.0,7.0,2.0,6.0,1.0,53.0,47.0,2.0,2.0,0.0,0.0,7.0,1.0,439.0,368.0,339.0,280.0,77.0,76.0,,
8811,1.0,2.0,11.0,3.0,15.0,5.0,3.0,0.0,11.0,2.0,4.0,3.0,12.0,15.0,4.0,2.0,1.0,0.0,49.0,51.0,0.0,1.0,0.0,0.0,2.0,1.0,454.0,477.0,362.0,362.0,80.0,76.0,,
11645,4.0,2.0,5.0,2.0,15.0,7.0,6.0,3.0,10.0,4.0,6.0,3.0,12.0,12.0,2.0,6.0,3.0,5.0,51.0,49.0,0.0,3.0,,,1.0,1.0,438.0,415.0,319.0,289.0,73.0,70.0,,
8808,5.0,4.0,9.0,1.0,15.0,8.0,1.0,3.0,11.0,5.0,4.0,3.0,18.0,17.0,7.0,2.0,1.0,2.0,52.0,48.0,1.0,3.0,0.0,2.0,3.0,3.0,468.0,441.0,404.0,358.0,86.0,81.0,,
8807,1.0,3.0,3.0,2.0,6.0,10.0,2.0,5.0,4.0,6.0,2.0,4.0,16.0,17.0,3.0,7.0,3.0,5.0,51.0,49.0,1.0,1.0,0.0,0.0,2.0,1.0,497.0,471.0,388.0,353.0,78.0,75.0,,
8809,10.0,1.0,8.0,3.0,22.0,7.0,4.0,3.0,15.0,5.0,7.0,2.0,10.0,15.0,8.0,4.0,0.0,2.0,63.0,37.0,1.0,1.0,0.0,0.0,1.0,7.0,573.0,319.0,485.0,222.0,85.0,70.0,,
8810,7.0,0.0,5.0,6.0,14.0,11.0,2.0,5.0,9.0,6.0,5.0,5.0,12.0,16.0,7.0,3.0,2.0,4.0,43.0,57.0,2.0,1.0,0.0,0.0,0.0,4.0,333.0,439.0,235.0,340.0,71.0,77.0,,
35660,2.0,4.0,4.0,6.0,12.0,13.0,6.0,3.0,5.0,7.0,7.0,6.0,9.0,13.0,4.0,6.0,2.0,6.0,49.0,51.0,2.0,2.0,0.0,0.0,3.0,0.0,350.0,345.0,229.0,235.0,65.0,68.0,,
11644,3.0,4.0,5.0,3.0,10.0,13.0,2.0,6.0,3.0,12.0,7.0,1.0,12.0,15.0,0.0,10.0,2.0,2.0,35.0,65.0,0.0,2.0,,,3.0,2.0,361.0,630.0,251.0,503.0,70.0,80.0,,
11029,2.0,4.0,4.0,2.0,7.0,12.0,1.0,6.0,3.0,7.0,4.0,5.0,13.0,11.0,1.0,8.0,0.0,1.0,32.0,68.0,1.0,0.0,0.0,0.0,4.0,1.0,294.0,633.0,203.0,527.0,69.0,83.0,,
